"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","173630","Test_001: Verify Profile Page Loads Correctly and Navigation Menu Work","","Tue Oct 07 12:11:46 UTC 2025","broken","Tue Oct 07 12:14:40 UTC 2025","","Profile Page Test @Android","",""
