"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","72359","Test_001: Verify Profile Page Loads Correctly and Navigation Menu Work","","Tue Oct 07 11:17:03 UTC 2025","broken","Tue Oct 07 11:18:15 UTC 2025","","Profile Page Test @Android","",""
