"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","71086","Test_001: Verify Profile Page Loads Correctly and Navigation Menu Work","","Tue Oct 07 10:52:43 UTC 2025","broken","Tue Oct 07 10:53:54 UTC 2025","","Profile Page Test @Android","",""
